date,code,name,exchange,period,adjustment,open,high,low,close,pre_close,change,pct_change,amplitude_pct,volume_lot,volume_shares,amount_wan,amount_yuan,turnover_rate_pct,source
2024-10-11,605006,山东玻纤,SH,week,qfq,5.390,5.430,4.600,4.620,4.940,-0.320,-6.48,16.80,282586,28258600,13977.56,139775600.00,4.72,tencent_newfqkline
2024-10-18,605006,山东玻纤,SH,week,qfq,4.680,4.740,4.590,4.700,4.620,0.080,1.73,3.25,129696,12969600,6062.21,60622100.00,2.15,tencent_newfqkline
2024-10-25,605006,山东玻纤,SH,week,qfq,4.700,4.920,4.650,4.910,4.700,0.210,4.47,5.74,176022,17602200,8411.74,84117400.00,2.94,tencent_newfqkline
2024-11-01,605006,山东玻纤,SH,week,qfq,4.920,5.100,4.810,5.010,4.910,0.100,2.04,5.91,223152,22315200,11103.84,111038400.00,3.72,tencent_newfqkline
2024-11-08,605006,山东玻纤,SH,week,qfq,4.950,5.220,4.940,5.140,5.010,0.130,2.59,5.59,216173,21617300,10983.28,109832800.00,3.60,tencent_newfqkline
2024-11-15,605006,山东玻纤,SH,week,qfq,5.130,5.190,4.910,4.950,5.140,-0.190,-3.70,5.45,171184,17118400,8707.12,87071200.00,2.85,tencent_newfqkline
2024-11-22,605006,山东玻纤,SH,week,qfq,5.000,5.150,4.850,4.990,4.950,0.040,0.81,6.06,137518,13751800,6904.90,69049000.00,2.29,tencent_newfqkline
2024-11-29,605006,山东玻纤,SH,week,qfq,5.030,5.450,4.960,5.170,4.990,0.180,3.61,9.82,242062,24206200,12521.43,125214300.00,4.04,tencent_newfqkline
2024-12-06,605006,山东玻纤,SH,week,qfq,5.210,7.410,5.210,7.410,5.170,2.240,43.33,42.55,1592818,159281800,103811.46,1038114600.00,26.55,tencent_newfqkline
2024-12-13,605006,山东玻纤,SH,week,qfq,7.650,11.950,7.450,9.770,7.410,2.360,31.85,60.73,2935249,293524900,280340.31,2803403100.00,48.92,tencent_newfqkline
2024-12-20,605006,山东玻纤,SH,week,qfq,8.790,8.790,6.960,7.090,9.770,-2.680,-27.43,18.73,1989384,198938400,144918.44,1449184400.00,33.15,tencent_newfqkline
2024-12-27,605006,山东玻纤,SH,week,qfq,7.060,7.080,6.280,6.530,7.090,-0.560,-7.90,11.28,1551559,155155900,102979.38,1029793800.00,25.86,tencent_newfqkline
2025-01-03,605006,山东玻纤,SH,week,qfq,6.480,6.570,6.120,6.160,6.530,-0.370,-5.67,6.89,861678,86167800,54956.57,549565700.00,14.36,tencent_newfqkline
2025-01-10,605006,山东玻纤,SH,week,qfq,6.050,6.530,5.940,6.160,6.160,0.000,0.00,9.58,1053004,105300400,65160.95,651609500.00,17.55,tencent_newfqkline
2025-01-17,605006,山东玻纤,SH,week,qfq,6.220,6.540,6.000,6.400,6.160,0.240,3.90,8.77,1062067,106206700,67416.24,674162400.00,17.70,tencent_newfqkline
2025-01-24,605006,山东玻纤,SH,week,qfq,6.450,6.500,5.910,6.040,6.400,-0.360,-5.63,9.22,713697,71369700,44034.83,440348300.00,11.90,tencent_newfqkline
2025-01-27,605006,山东玻纤,SH,week,qfq,6.050,6.140,5.950,5.960,6.040,-0.080,-1.32,3.15,103282,10328200,6218.25,62182500.00,1.72,tencent_newfqkline
2025-02-07,605006,山东玻纤,SH,week,qfq,6.040,6.330,5.960,6.240,5.960,0.280,4.70,6.21,427340,42734000,26257.33,262573300.00,7.12,tencent_newfqkline
2025-02-14,605006,山东玻纤,SH,week,qfq,6.240,6.660,6.240,6.370,6.240,0.130,2.08,6.73,888788,88878800,57082.19,570821900.00,14.82,tencent_newfqkline
2025-02-21,605006,山东玻纤,SH,week,qfq,6.410,6.840,6.330,6.620,6.370,0.250,3.92,8.01,1037533,103753300,68187.48,681874800.00,17.29,tencent_newfqkline
2025-02-28,605006,山东玻纤,SH,week,qfq,6.640,6.950,6.380,6.430,6.620,-0.190,-2.87,8.61,870948,87094800,57731.32,577313200.00,14.52,tencent_newfqkline
2025-03-07,605006,山东玻纤,SH,week,qfq,6.420,6.690,6.410,6.520,6.430,0.090,1.40,4.35,594762,59476200,39027.83,390278300.00,9.91,tencent_newfqkline
2025-03-14,605006,山东玻纤,SH,week,qfq,6.490,6.570,6.250,6.500,6.520,-0.020,-0.31,4.91,446310,44631000,28763.38,287633800.00,7.44,tencent_newfqkline
2025-03-21,605006,山东玻纤,SH,week,qfq,6.500,6.770,6.500,6.620,6.500,0.120,1.85,4.15,559263,55926300,37022.82,370228200.00,9.31,tencent_newfqkline
2025-03-28,605006,山东玻纤,SH,week,qfq,6.590,6.680,6.150,6.230,6.620,-0.390,-5.89,8.01,630057,63005700,40293.40,402934000.00,10.49,tencent_newfqkline
2025-04-03,605006,山东玻纤,SH,week,qfq,6.250,6.290,6.020,6.220,6.230,-0.010,-0.16,4.33,258309,25830900,15923.62,159236200.00,4.30,tencent_newfqkline
2025-04-11,605006,山东玻纤,SH,week,qfq,5.940,5.940,4.880,5.700,6.220,-0.520,-8.36,17.04,501461,50146100,27361.55,273615500.00,8.36,tencent_newfqkline
2025-04-18,605006,山东玻纤,SH,week,qfq,5.800,6.150,5.630,6.020,5.700,0.320,5.61,9.12,468641,46864100,27434.40,274344000.00,7.81,tencent_newfqkline
2025-04-25,605006,山东玻纤,SH,week,qfq,6.020,6.280,5.930,6.050,6.020,0.030,0.50,5.81,460605,46060500,28217.79,282177900.00,7.69,tencent_newfqkline
2025-04-30,605006,山东玻纤,SH,week,qfq,6.020,6.160,5.910,6.020,6.050,-0.030,-0.50,4.13,153094,15309400,9238.26,92382600.00,2.54,tencent_newfqkline
2025-05-09,605006,山东玻纤,SH,week,qfq,6.050,6.310,6.040,6.190,6.020,0.170,2.82,4.49,282180,28218000,17507.55,175075500.00,4.70,tencent_newfqkline
2025-05-16,605006,山东玻纤,SH,week,qfq,6.200,6.260,6.090,6.170,6.190,-0.020,-0.32,2.75,250882,25088200,15459.24,154592400.00,4.18,tencent_newfqkline
2025-05-23,605006,山东玻纤,SH,week,qfq,6.200,6.360,6.060,6.060,6.170,-0.110,-1.78,4.86,302232,30223200,18839.44,188394400.00,5.04,tencent_newfqkline
2025-05-30,605006,山东玻纤,SH,week,qfq,6.110,6.250,6.060,6.100,6.060,0.040,0.66,3.14,226375,22637500,13926.52,139265200.00,3.77,tencent_newfqkline
2025-06-06,605006,山东玻纤,SH,week,qfq,6.080,7.980,6.060,7.220,6.100,1.120,18.36,31.48,2392983,239298300,172241.57,1722415700.00,39.88,tencent_newfqkline
2025-06-13,605006,山东玻纤,SH,week,qfq,7.080,7.360,6.550,6.570,7.220,-0.650,-9.00,11.22,1621518,162151800,112569.96,1125699600.00,27.02,tencent_newfqkline
2025-06-20,605006,山东玻纤,SH,week,qfq,6.500,6.760,6.350,6.460,6.570,-0.110,-1.67,6.24,603835,60383500,39655.49,396554900.00,10.06,tencent_newfqkline
2025-06-27,605006,山东玻纤,SH,week,qfq,6.370,6.830,6.300,6.700,6.460,0.240,3.72,8.20,769525,76952500,51448.62,514486200.00,12.82,tencent_newfqkline
2025-07-04,605006,山东玻纤,SH,week,qfq,6.750,8.440,6.660,7.920,6.700,1.220,18.21,26.57,3005117,300511700,228470.75,2284707500.00,50.09,tencent_newfqkline
2025-07-11,605006,山东玻纤,SH,week,qfq,7.660,9.550,7.660,8.600,7.920,0.680,8.59,23.86,3478695,347869500,303176.11,3031761100.00,57.97,tencent_newfqkline
2025-07-18,605006,山东玻纤,SH,week,qfq,8.100,8.320,7.590,7.870,8.600,-0.730,-8.49,8.49,1769574,176957400,139293.63,1392936300.00,29.50,tencent_newfqkline
2025-07-25,605006,山东玻纤,SH,week,qfq,7.800,7.990,7.480,7.610,7.870,-0.260,-3.30,6.48,1166168,116616800,90026.86,900268600.00,19.43,tencent_newfqkline
2025-08-01,605006,山东玻纤,SH,week,qfq,7.570,7.730,7.330,7.370,7.610,-0.240,-3.15,5.26,626392,62639200,47062.06,470620600.00,10.44,tencent_newfqkline
2025-08-08,605006,山东玻纤,SH,week,qfq,7.330,7.500,7.210,7.400,7.370,0.030,0.41,3.93,420979,42097900,31114.12,311141200.00,7.02,tencent_newfqkline
2025-08-15,605006,山东玻纤,SH,week,qfq,7.400,9.000,7.400,8.560,7.400,1.160,15.68,21.62,1531185,153118500,127059.95,1270599500.00,25.51,tencent_newfqkline
2025-08-22,605006,山东玻纤,SH,week,qfq,8.470,8.950,8.210,8.480,8.560,-0.080,-0.93,8.64,1989107,198910700,169407.63,1694076300.00,33.15,tencent_newfqkline
2025-08-29,605006,山东玻纤,SH,week,qfq,8.430,8.850,7.950,8.410,8.480,-0.070,-0.83,10.61,1252082,125208200,104583.05,1045830500.00,20.87,tencent_newfqkline
2025-09-05,605006,山东玻纤,SH,week,qfq,8.250,8.490,7.460,7.780,8.410,-0.630,-7.49,12.25,846544,84654400,67501.68,675016800.00,14.10,tencent_newfqkline
2025-09-12,605006,山东玻纤,SH,week,qfq,8.380,8.950,8.120,8.410,7.780,0.630,8.10,10.67,1821277,182127700,155309.34,1553093400.00,30.35,tencent_newfqkline
2025-09-19,605006,山东玻纤,SH,week,qfq,8.350,8.500,7.970,8.230,8.410,-0.180,-2.14,6.30,916236,91623600,75365.48,753654800.00,15.27,tencent_newfqkline
2025-09-26,605006,山东玻纤,SH,week,qfq,8.090,8.100,7.570,7.840,8.230,-0.390,-4.74,6.44,584482,58448200,46031.10,460311000.00,9.74,tencent_newfqkline
2025-09-30,605006,山东玻纤,SH,week,qfq,7.830,7.880,7.620,7.750,7.840,-0.090,-1.15,3.32,147598,14759800,11476.67,114766700.00,2.46,tencent_newfqkline
2025-10-10,605006,山东玻纤,SH,week,qfq,7.780,7.890,7.680,7.840,7.750,0.090,1.16,2.71,152612,15261200,11899.31,118993100.00,2.55,tencent_newfqkline
2025-10-17,605006,山东玻纤,SH,week,qfq,7.600,7.950,7.400,7.410,7.840,-0.430,-5.48,7.02,385059,38505900,29563.60,295636000.00,6.43,tencent_newfqkline
2025-10-24,605006,山东玻纤,SH,week,qfq,7.450,7.740,7.410,7.710,7.410,0.300,4.05,4.45,257082,25708200,19499.67,194996700.00,4.28,tencent_newfqkline
2025-10-31,605006,山东玻纤,SH,week,qfq,7.710,8.300,7.670,7.880,7.710,0.170,2.20,8.17,631187,63118700,49966.40,499664000.00,10.51,tencent_newfqkline
2025-11-07,605006,山东玻纤,SH,week,qfq,7.690,7.810,7.590,7.640,7.880,-0.240,-3.05,2.79,328882,32888200,25275.59,252755900.00,5.48,tencent_newfqkline
2025-11-14,605006,山东玻纤,SH,week,qfq,7.670,7.920,7.640,7.850,7.640,0.210,2.75,3.66,371374,37137400,28922.62,289226200.00,6.19,tencent_newfqkline
2025-11-21,605006,山东玻纤,SH,week,qfq,7.850,7.880,7.080,7.120,7.850,-0.730,-9.30,10.19,370533,37053300,27765.17,277651700.00,6.18,tencent_newfqkline
2025-11-28,605006,山东玻纤,SH,week,qfq,7.200,7.500,7.120,7.370,7.120,0.250,3.51,5.34,211489,21148900,15501.05,155010500.00,3.52,tencent_newfqkline
2025-12-05,605006,山东玻纤,SH,week,qfq,7.380,7.430,7.110,7.350,7.370,-0.020,-0.27,4.34,188733,18873300,13763.01,137630100.00,3.14,tencent_newfqkline
2025-12-12,605006,山东玻纤,SH,week,qfq,7.400,7.560,7.120,7.130,7.350,-0.220,-2.99,5.99,236707,23670700,17444.90,174449000.00,3.95,tencent_newfqkline
2025-12-19,605006,山东玻纤,SH,week,qfq,7.100,7.270,6.830,7.090,7.130,-0.040,-0.56,6.17,326144,32614400,22988.23,229882300.00,5.44,tencent_newfqkline
2025-12-26,605006,山东玻纤,SH,week,qfq,7.150,7.650,7.090,7.430,7.090,0.340,4.80,7.90,484493,48449300,35799.05,357990500.00,8.07,tencent_newfqkline
2025-12-31,605006,山东玻纤,SH,week,qfq,7.460,7.530,7.260,7.300,7.430,-0.130,-1.75,3.63,169540,16954000,12513.74,125137400.00,2.83,tencent_newfqkline
2026-01-09,605006,山东玻纤,SH,week,qfq,7.340,7.390,7.200,7.280,7.300,-0.020,-0.27,2.60,304145,30414500,22160.65,221606500.00,5.06,tencent_newfqkline
2026-01-16,605006,山东玻纤,SH,week,qfq,7.280,7.630,7.130,7.380,7.280,0.100,1.37,6.87,712168,71216800,52397.30,523973000.00,11.87,tencent_newfqkline
2026-01-23,605006,山东玻纤,SH,week,qfq,7.340,8.010,7.250,7.930,7.380,0.550,7.45,10.30,936234,93623400,72524.51,725245100.00,15.61,tencent_newfqkline
2026-01-30,605006,山东玻纤,SH,week,qfq,7.930,8.090,7.600,7.910,7.930,-0.020,-0.25,6.18,649513,64951300,51169.35,511693500.00,10.83,tencent_newfqkline
2026-02-06,605006,山东玻纤,SH,week,qfq,7.910,8.700,7.710,8.260,7.910,0.350,4.42,12.52,1337264,133726400,111394.72,1113947200.00,22.29,tencent_newfqkline
2026-02-13,605006,山东玻纤,SH,week,qfq,8.380,10.200,8.250,9.440,8.260,1.180,14.29,23.61,2052138,205213800,192751.32,1927513200.00,34.20,tencent_newfqkline
2026-02-27,605006,山东玻纤,SH,week,qfq,9.750,11.400,9.720,10.610,9.440,1.170,12.39,17.80,2627923,262792300,283341.60,2833416000.00,43.80,tencent_newfqkline
2026-03-06,605006,山东玻纤,SH,week,qfq,9.990,10.900,8.990,9.330,10.610,-1.280,-12.06,18.00,1873162,187316200,183222.66,1832226600.00,31.21,tencent_newfqkline
2026-03-13,605006,山东玻纤,SH,week,qfq,9.100,10.110,8.840,9.550,9.330,0.220,2.36,13.61,1759976,175997600,168514.67,1685146700.00,29.33,tencent_newfqkline
2026-03-20,605006,山东玻纤,SH,week,qfq,9.700,9.810,8.630,8.640,9.550,-0.910,-9.53,12.36,1090749,109074900,100532.87,1005328700.00,18.18,tencent_newfqkline
2026-03-27,605006,山东玻纤,SH,week,qfq,8.450,9.010,8.020,8.750,8.640,0.110,1.27,11.46,721860,72186000,61652.24,616522400.00,12.02,tencent_newfqkline
2026-04-03,605006,山东玻纤,SH,week,qfq,8.600,9.670,8.600,9.180,8.750,0.430,4.91,12.23,1518172,151817200,139978.19,1399781900.00,25.30,tencent_newfqkline
2026-04-10,605006,山东玻纤,SH,week,qfq,9.170,10.120,8.710,10.120,9.180,0.940,10.24,15.36,1645230,164523000,155671.46,1556714600.00,27.42,tencent_newfqkline
2026-04-17,605006,山东玻纤,SH,week,qfq,9.970,10.960,9.870,10.320,10.120,0.200,1.98,10.77,3095380,309538000,321044.80,3210448000.00,51.59,tencent_newfqkline
2026-04-24,605006,山东玻纤,SH,week,qfq,10.190,11.510,10.150,10.310,10.320,-0.010,-0.10,13.18,2493270,249327000,268234.15,2682341500.00,41.54,tencent_newfqkline
2026-04-30,605006,山东玻纤,SH,week,qfq,10.300,12.320,10.100,11.690,10.310,1.380,13.39,21.53,1948863,194886300,223852.76,2238527600.00,32.49,tencent_newfqkline
2026-05-08,605006,山东玻纤,SH,week,qfq,11.920,14.870,11.760,14.870,11.690,3.180,27.20,26.60,1590423,159042300,206615.19,2066151900.00,26.50,tencent_newfqkline
2026-05-15,605006,山东玻纤,SH,week,qfq,16.040,17.700,14.430,14.650,14.870,-0.220,-1.48,21.99,3563330,356333000,564483.39,5644833900.00,59.38,tencent_newfqkline
2026-05-21,605006,山东玻纤,SH,week,qfq,14.020,15.460,13.670,14.300,14.650,-0.350,-2.39,12.22,2132294,213229400,310104.55,3101045500.00,35.53,tencent_newfqkline
